,title,subtitle,author,publication_date,language,genre,resource_type,creation_date
7072,revolution in three acts,,"[['Hajdu, David'], ['Carey, John (John Whitney)']]",2021,English,"['bibliography', 'biography', 'text', 'still image', 'Comics (Graphic works)', 'Nonfiction comics', 'Biographical comics', 'Graphic novels', 'History', 'Biographical comics', 'Nonfiction comics', 'Graphic novels', 'Bandes dessinées biographiques.', 'Bandes dessinées autres que de fiction.']",text,2021
7073,Book of Books,,"Fulton, Thomas",2021,English,"['dictionary', 'government publication', 'text']",text,2022
7074,Beowulf as Children’s Literature,,"[['Anderson, Carl Edlund'], ['Busbee, Mark Bradshaw'], ['Dunai, Amber'], ['Gilchrist, Bruce'], ['Gilchrist, Bruce'], ['Kisor, Yvette'], ['Mize, Britt'], ['Mize, Britt'], ['Schrunk Ericksen, Janet'], ['Stanton, Robert'], ['Ward, Renée']]",2021,English,"['dictionary', 'government publication', 'text']",text,2022
7075,Save it for later ,,"Powell, Nate",2021,English,"['biography', 'text', 'still image', 'Autobiographical comic books, strips, etc.', 'Graphic novels', 'Nonfiction comics', 'Autobiographical comics', 'Graphic novels', 'History', 'Autobiographical comics', 'Nonfiction comics', 'Essays', 'Graphic novels', 'Comics (Graphic works)', 'Bandes dessinées autobiographiques.', 'Bandes dessinées autres que de fiction.', 'Bandes dessinées.']",text,2020
7076,Koisuru minzoku gakusha =,Folklorist in love,"[['Ōtsuka, Eiji'], ['Nakashima, Chiharu'], ['大塚英志'], ['中島千晴']]",2021,Japanese,"['bibliography', 'biography', 'text', 'still image', 'manga (comic books)', 'Manga', 'Biographical comics', 'Romance comics', 'Graphic novels', 'Mangas.', 'Bandes dessinées biographiques.', 'Bandes dessinées sentimentales.']",text,2022
7077,other option is to slow down,,"[['Williams, Amanda'], ['Chubb, Emma'], ['Nicoll, Jessica F.'], ['Candor Arts (Chicago, Ill.)'], ['Smith College']]",2021,English,"['text', 'still image', ""Artists' books-Massachusetts-21st century."", ""artists' books (books)"", ""Artists' books"", 'Catalogs', ""Artists' books (books)"", ""Artists' books"", ""Livres d'artistes.""]",text,2021
7078,Allergic ,,"[['Lloyd, Megan Wagner'], ['Nutter, Michelle Mee']]",2021,English,"['text', 'still image', 'Graphic novels-Juvenile fiction.', 'Domestic comic books, strips, etc.-Juvenile fiction.', 'Graphic novels.', 'Graphic Novel', 'Juvenile Literature', 'Fictional Work', 'graphic novels.', 'Fiction 9+.', 'Graphic Novels.', 'Juvenile works', 'Fiction', 'Comics (Graphic works)', 'Domestic comics', 'Graphic novels', 'Graphic novels.', 'Graphic novels', 'Domestic comics', 'Comics (Graphic works)', 'Domestic fiction', 'Bandes dessinées.', 'Bandes dessinées familiales.', 'Romans graphiques.', 'Romans.', 'Fiction 9+.', 'General Stories.', 'Graphic Novels and Comic Books.']",text,2019
7079,All of the marvels ,,"[['Wolk, Douglas'], ['ProQuest (Firm)']]",2021,English,"['bibliography', 'text']",text,2021
7080,Perceptions of medieval manuscripts,the phenomenal book,"Treharne, Elaine",2021,English,"['bibliography', 'text', 'History']",text,2021
7081,"Étienne Pasquier, The Jesuits' catechism or their doctrine examined (1602)",NaN,"[['Pasquier, Etienne'], ['Ranum, Patricia M.'], ['Maryks, Robert A.'], ['Parsons, Jotham']]",2021,English,"['bibliography', 'text', 'Sources', 'History', 'Early works', 'Controversial literature']",text,2021
7082,Khaṭṭ al-abyaḍ min al-layl,NaN,"[['Naṣr Allāh, Khālid'], ['نصر الله، خالد،']]",2021,Arabic,"['novel', 'text', 'Arabic language materials.', 'Fictional Work', 'Novels', 'Fiction', 'Novels.', 'Novels', 'Fiction', 'Romans.']",text,2021
7083,Tono monogatari ,NaN,"[['Mizuki, Shigeru,'], ['Davisson, Zack']]",2021,English,"['text', 'still image', 'Graphic novels', 'comic books.', 'comic strips.', 'manga (comic books)', 'graphic novels.', 'Paranormal comics', 'Mythological comics', 'Graphic novels', 'Graphic novel adaptations', 'Autobiographical comics', 'Comics (Graphic works)', 'Graphic novels', 'Comics (Graphic works)', 'Graphic novel adaptations', 'Paranormal comics', 'Mythological comics', 'Autobiographical comics', 'Manga', 'Mangas.', 'Bandes dessinées.', 'Romans graphiques.', 'Adaptations en romans graphiques.', 'Bandes dessinées occultes.', 'Bandes dessinées mythologiques.', 'Bandes dessinées autobiographiques.']",text,2020
7084,Hábitat,,"[['Isaacson Labarthe, Magdalena'], ['Velcro Ediciones']]",2021,Spanish; Castilian,"['still image', 'text', ""Artists' books (books)-Chile-21st century."", 'History', 'Specimens', 'Limitation statements (Publishing)']",text,2022
7085,Marginal Notes,,"[['Tankard, Paul'], ['Spedding, Patrick']]",2021,English,text,text,2021
7086,Idea Poll,,"[['Pichler, Michalis'], ['Camps, Yaiza'], ['Grünke, Moritz']]",2021,English,text,text,2021
7087,Citizen of oblivion =,El ciudadano del olvido,"[['Huidobro, Vicente'], ['Frazer, Tony']]",2021,English,"['text', 'poetry.', 'Poetry', 'Poetry', 'Poésie.']",text,2021
7088,"187 knig, kotorye dolzhen prochestʹ kazhdyĭ durak",NaN,"[['Polunin, Slava'], ['Tabachnikova, Natasha'], ['Bombora (Firm)'], ['ĖKSMO-Press (Firm)'], ['Полунин, Слава'], ['Табачникова, Наташа']]",2021,Russian,text,text,2022
7089,Theoretical tools for spin models in magnetic systems,,"[['Pires, Antonio Sergio Teixeira'], ['Institute of Physics (Great Britain)']]",2021,English,"['bibliography', 'text']",text,2021
7090,Arŭmian ŭi ne ttaldŭl,NaN,"[['Sin, Il-suk'], ['신 일숙']]",2021,Korean,"['still image', 'text', 'Comics (Graphic works)', 'Fantasy comics', 'Graphic novels', 'Romance comics', 'Romance comics', 'Fantasy comics', 'Graphic novels', 'Bandes dessinées sentimentales.']",text,2022
7091,Madrigals,NaN,"[['Gagliano, Marco da,'], ['Strainchamps, Edmond'], ['Strozzi, Giovan Battista,'], ['Marino, Giambattista,'], ['Strozzi, Giovanni Battista,'], ['Rinuccini, Ottavio,'], ['Galletti, Cosimo,']]",2021,Italian,"['notated music', 'Madrigals (Music)', 'Scores', 'Madrigals (Music)', 'Scores', 'Madrigaux (Musique)', 'Partitions (Musique)']",notated music,2021
7092,Henry David Thoreau: Walden,NaN,"[['Schäpers, Veronika'], ['Pietzsch, Susan'], ['Sonderegger, Alex'], ['Hahnemühle FineArt GmbH']]",2021,English,"['text', 'still image', 'filter paper.', ""artists' books (books)"", 'Art', ""Artists' books"", 'Specimens', ""Artists' books"", ""Artists' books-Germany-Karlsruhe-21st century."", ""Artists' books-Japan-Tokyo-21st century."", ""Artists' books-2021."", 'Paper evidence (Paper)-Enduro Ice.', 'Limitation statements (Publishing)', 'Typefaces (Type evidence)-oldAirport.', ""Livres d'artistes.""]",text,2022
7093,Virago reprints and modern classics,,"Withers, D-M",2021,English,"['bibliography', 'text', 'History']",text,2021
7094,Mel fell,,"[['Tabor, Corey R.'], ['Balzer + Bray']]",2021,English,"['text', 'still image', 'Picture books for children.', 'Picture books.', 'picture books.', 'FICTION / Animals / Birds.', 'FICTION / Humorous Stories.', 'Animal fiction', 'Fiction', 'Juvenile works', 'Picture books', ""Children's stories-Pictorial works."", 'Upside-down books', 'Picture books', ""Livres d'images."", 'Livres tête-bêche.', 'Picture books for children.', 'Dust jackets (Bindings)-2021.']",text,2019
7095,Mes mauvaises filles,,Zelba,2021,French,"['still image', 'text', 'Psychological comics', 'Autobiographical comics', 'Comics (Graphic works)', 'Autobiographical comics', 'Psychological comics', 'Bandes dessinées autobiographiques.', 'Bandes dessinées psychologiques.']",text,2021
7096,Special topics in being a human,,"[['Bergman, S. Bear'], ['Freedman-Lawson, Saul']]",2021,English,"['text', 'still image', 'Nonfiction comics', 'Self-help publications', 'Graphic novels', 'Comics (Graphic works)', 'Handbooks and manuals', 'Nonfiction comics', 'Comic books, strips, etc.', 'LGBTQ graphic novels.', 'Nonfiction comics', 'Graphic novels', 'Self-help publications', 'Queer comics', 'Social issue comics', 'Genderqueer comics', 'Bandes dessinées autres que de fiction.', 'Livres de croissance personnelle.', 'Bandes dessinées queers.', 'Bandes dessinées sociales.', 'Bandes dessinées de personnes non-binaires.']",text,2021
7097,Lumumba Generation,,"[['Tödt, Daniel'], ['Skinner, Alex'], ['Humboldt-Universität zu Berlin']]",2021,English,"['dictionary', 'government publication', 'text']",text,2021
7098,Survival,,"Stern, Adam Y.",2021,English,"['dictionary', 'government publication', 'text']",text,2022
7099,Late human,NaN,"[['Day, Jean'], ['Ugly Duckling Presse'], ['McNaughton & Gunn (Firm)']]",2021,English,"['bibliography', 'text', 'poetry.', 'Poetry', 'Poetry', 'Poems.', 'Poems.', 'Poésie.']",text,2021
7100,Release,,"Eklund, Lenore E.",2021,English,"['biography', 'text', 'still image', 'Graphic Novel', 'Personal Narrative', 'graphic novels.', 'Personal narratives', 'Autobiographical comics', 'Comics (Graphic works)', 'Graphic novels', 'Graphic novels', 'Autobiographical comics', 'Personal narratives', 'Romans graphiques.', 'Récits personnels.', 'Bandes dessinées autobiographiques.']",text,2021
7101,Discipline ,,"[['Shaw, Dash'], ['New York Review Books (Publisher)']]",2021,English,"['bibliography', 'text', 'still image', 'Wordless comics', 'Historical fiction', 'Historical comics', 'Comics (Graphic works)', 'Graphic novels', 'History', 'Graphic novels', 'War comics', 'Historical comics', 'Wordless comics', 'Historical fiction', 'Comics (Graphic works)', 'Bandes dessinées historiques.', 'Bandes dessinées.', 'Bandes dessinées muettes.', 'Bandes dessinées de guerre.']",text,2021
7102,Kitābʹārāyī-i nuskhahʹhā-yi hunarī-i dawrah-i Qājār,bā istinād bih nusakh-i khaṭṭī-i Kitābkhānah-i Millī-i Īrān,"[['ʻAẓīmī, Ḥabīb Allāh'], ['Vāqifʹzādah, Muḥammad Ḥusayn'], ['Majmaʻ-i Z̲akhāʼir-i Islāmī (Qum, Iran)'], ['Sāzmān-i Asnād va Kitābkhānah-i Millī-i Jumhūrī-i Islāmī-i Īrān'], ['عظيمى، حبيب الله،'], ['مجمع ذخائر اسلامى (قم، ايران)'], ['سازمان اسناد و کتابخانه ملى جمهورى اسلامى ايران'], ['واقف\u200cزاده، محمد حسين،']]",2021,Persian,"['bibliography', 'text', 'still image', 'History']",text,2021
7103,Stocks for All: People's Capitalism in the Twenty-First Century,,"Mäntysaari, Petri",2021,English,"['dictionary', 'government publication', 'text']",text,2023
7104,Upper and lower bounds for stochastic processes,,"Talagrand, Michel",2021,English,"['bibliography', 'text']",text,2021
7105,Gendai Nihon no bukku dezain-shi 1996-2020,dezain sutairu kara yomitoku shuppan kuronikuru : aidea = Examining the history of Japanese bookdesign from the perspective of publishing 1996-2020,"[['Nagata, Toshinobu'], ['Kawana, Jun'], ['Mitobe, Isao'], ['Seibundō Shinkōsha'], ['誠文堂新光社'], ['長田年伸'], ['川名潤'], ['水戶部功']]",2021,Japanese,"['bibliography', 'text', 'still image']",text,2021
7106,reading of Virgil's Aeneid book 2,the fall of Troy,"Murgatroyd, Paul",2021,English,"['bibliography', 'text', 'Criticism, interpretation, etc.']",text,2021
7107,devil you know,a Black power manifesto,"Blow, Charles M.",2021,English,"['bibliography', 'text', 'Autobiography', 'Autobiographies', 'Autobiographies.', 'Autobiographies.']",text,2021
7108,Norse mythology,,"[['Gaiman, Neil'], ['Russell, P. Craig'], ['Showman, Galen'], ['Horak, Matt'], ['Kindzierski, Lovern'], ['Buckingham, Mark'], ['Hernandez, Gabriel (Hernandez Walta)'], ['Jarrell, Sandy'], ['Dark Horse Books']]",9999,English,"['text', 'still image', 'Fantasy fiction', 'Mythological comics', 'Fantasy comics', 'Comics adaptations', 'Comics (Graphic works)', 'Mythological comics', 'Fantasy fiction', 'Comics adaptations', 'Fantasy comics', 'Bandes dessinées mythologiques.', 'Adaptations en bandes dessinées.']",text,2020
7109,David in the Desert,,"[['Bezzel, Hannes'], ['Bezzel, Hannes'], ['Dietrich, Walter'], ['Edenburg, Cynthia'], ['Ehrlich, Carl S.'], ['Evron, Natan'], ['Fischer, Alexander A.'], ['Goldstein, Ronnie'], ['Graeme Auld, A.'], ['Hentschel, Georg'], ['Hutton, Jeremy M.'], ['Kipfer, Sara'], ['Kratz, Reinhard G.'], ['Kratz, Reinhard G.'], ['Leonard-Fleckman, Mahri'], ['Müller, Reinhard'], ['Porzig, Peter'], ['Sergi, Omer']]",2021,English,"['dictionary', 'government publication', 'text']",text,2023
7110,Trojan women,a comic,"[['Euripides'], ['Carson, Anne'], ['Bruno, Rosanna']]",2021,English,"['drama', 'text', 'still image', 'tragedies.', 'Comics adaptations', 'Comics (Graphic works)', 'Graphic novels', 'Tragedies (Drama)', 'Comics (Graphic works)', 'Graphic novels', 'Comics adaptations', 'Tragedies (Drama)', 'Bandes dessinées.', 'Adaptations en bandes dessinées.', 'Tragédies.']",text,2020
7111,Field of no justice,NaN,"[['Elkamel, Sara'], ['McCallum, Shara'], ['Dawes, Kwame Senu Neville'], ['Abani, Chris'], ['African Poetry Book Fund']]",2021,English,"['text', 'Poetry', 'poetry.', 'poetry and poems.', 'Poetry', 'Poetry', 'Poésie.']",text,2022
7112,Santini,,"[['Gerdi W. K.'], ['Komikita (Group of comic book artists)'], ['Anjaya Books']]",9999,Indonesian,"['text', 'still image', 'superhero comics.', 'Comics (Graphic works)', 'Superhero comics', 'Superhero comics', 'Comics (Graphic works)', 'Bandes dessinées de superhéros.', 'Bandes dessinées.']",text,2022
7113,Later,,"[['King, Stephen'], ['Mann, Paul'], ['Titan Books (Firm)']]",2021,English,"['novel', 'text', 'Detective and mystery stories.', 'ghost stories.', 'Horror fiction', 'Ghost stories', 'Detective and mystery fiction', 'Fiction', 'Thrillers (Fiction)', 'Suspense fiction', 'Ghost stories', 'Thrillers (Fiction)', 'Horror fiction', 'Detective and mystery fiction', 'Mystery and detective fiction.', 'Paperback originals.', 'Paperbacks.', 'Histoires de fantômes.']",text,2021
7114,Gu ji shu ming kao,NaN,"[['Huang, Wei'], ['黄威']]",2021,Chinese,"['bibliography', 'text', 'Criticism, interpretation, etc.']",text,2021
7115,"Shomotsu, insatsu, hon'ya",Nichi-Chū-Kan o meguru hon no bunkashi,"[['Fujimoto, Yukio'], ['藤本幸夫']]",2021,Japanese,"['text', 'History']",text,2021
7116,black book of Justice Holmes,,"[['Holmes, Oliver Wendell'], ['Hoeflich, Michael H.'], ['Davies, Ross E.']]",2021,English,"['bibliography', 'text']",text,2021
7117,"Bunka, jōhō no kessetsuten to shite no zuzō","e to kotoba de hirogaru kinsei, kindai no bunkaken","[['Ishigami, Aki'], ['Yamada, Shōji'], ['石上阿希'], ['山田奨治']]",2021,Japanese,"['bibliography', 'text']",text,2021
7118,Hol,ŏnŭ Sewŏrho saengjonja iyagi : Kim Hong-mo manhwa,"[['Kim, Hong-mo'], ['김 홍모']]",2021,Korean,"['still image', 'text', 'Comics (Graphic works)']",text,2021
7119,Han'guk komunsŏhak nonch'ong,NaN,"[[""Yŏngsan Komunhŏn Yŏn'guhoe""], ['영산 고문헌 연구회']]",2021,Korean,"['bibliography', 'text']",text,2021
7120,Piel de agua,,"[['Aletta, Flor'], ['India Ediciones']]",2021,Spanish; Castilian,"['cartographic image', 'still image', 'text', 'Photobooks-Argentina-21st century.', ""Artists' books (books)-Argentina-21st century."", 'photobooks.', ""artists' books (books)"", 'Specimens', 'Photobooks', ""Artists' books"", 'Livres de photographies.', ""Livres d'artistes.""]",text,2021
7121,"Avicenna, The healing, Logic: isagoge","a new edition, English translation and commentary of the Kitāb al-Madḫal of Avicenna's Kitāb al-Šifā'","[['Avicenna'], ['Di Vincenzo, Silvia']]",2021,English,"['bibliography', 'text']",text,2021
7122,Calvin,,"[['Ford, JR'], ['Ford, Vanessa'], ['Harren, Kayla']]",2021,English,"['text', 'still image', ""Children's stories."", 'Picture books for children.', 'Picture books.', 'picture books.', 'Early Years.', 'Picture Books.', 'Fiction', 'Juvenile works', 'Picture books', 'School fiction', ""Children's stories-Pictorial works."", 'Transgender fiction.', 'School fiction', 'Picture books', ""Livres d'images."", 'Romans scolaires.', 'Picture Books.']",text,2021
7123,Biblionavtika,vypiski iz bortovogo zhurnala bibliofaga,"Balla, Olʹga",2021,Russian,"['text', 'Book reviews']",text,2021
7124,5 kinds of nonfiction,enriching reading and writing instruction with children's books,"[['Stewart, Melissa'], ['Correia, Marlene P.'], ['EBSCOhost']]",2021,English,"['bibliography', 'text']",text,2021
7125,World is Africa,writings on diaspora art,"Chambers, Eddie",2021,English,"['bibliography', 'biography', 'text', 'still image', 'History']",text,2020
7126,Exhausted on the cross,NaN,"[['Darwīsh, Najwān'], ['Abu-Zeid, Kareem James'], ['Zurita, Raúl']]",2021,English,"['text', 'poetry.', 'Poetry', 'Poetry', 'Poésie.']",text,2020
7127,history of book publishing in contemporary Latin America,,"Sorá, Gustavo",2021,English,"['bibliography', 'text']",text,2021
7128,Libraries and Their Architecture in the 21st Century,,"[['Bonte, Achim'], ['Dudler, Max'], ['Frosch, Werner'], ['Gewers, Georg'], ['Hopp, Jette Cathrin'], ['Lahiri, Lina'], ['Lau, Catherine'], ['Lux, Claudia'], ['Miersch-Süss, Ines'], ['Miersch-Süß, Ines'], ['Muscogiuri, Marco'], ['Schütz, Stephan'], ['Tinaztepe, Elif']]",2021,English,"['dictionary', 'government publication', 'text']",text,2022
7129,Euclid's Elements in Hebrew garb,,"[['Euclid'], ['Elior, Ofer'], ['Ibn Tibon, Mosheh']]",2021,English,"['bibliography', 'text', 'Criticism, interpretation, etc.']",text,2021
7130,Rah! rah! mujadara!,,"Kiffel-Alcheh, Jamie",2021,English,"['text', 'Board books', 'picture books.', 'Picture books', 'Board books', 'Juvenile works', 'Board books', 'Picture books', 'Board books.', ""Livres d'images.""]",text,2020
7131,Remembering Frances Smyth-Ravenel (1940-1999),NaN,"Metro, Judy",2021,English,"['biography', 'text', 'still image', 'Biography', 'Biographies', 'Biographies', 'Biographies.']",text,2021
7132,"Reading, Wanting, and Broken Economics",,"Frost, Simon R.",2021,English,text,text,2021
7133,Iron love,,"[['Roberts, Patrick'], ['Khan, Nasser']]",2021,English,"['bibliography', 'text', 'Criticism, interpretation, etc.', 'Folk music', 'History', 'Folk music']",text,2022
7134,Ideal forms of vanishing,,"[['Pföstl, Herbert'], ['Beacham, Jon'], ['Grohman, Amelia'], ['Lindgren, Laura'], ['Brother in Elysium (Private Press)'], ['GHP Media, Inc']]",2021,English,"['text', 'still image', 'Specimens']",text,2021
7135,Mangaka no jigazō,NaN,"[['Minami, Nobunaga'], ['南信長']]",2021,Japanese,"['bibliography', 'biography', 'text', 'Comics (Graphic works)', 'Biographies', 'Biographies', 'Comics (Graphic works)', 'Biographies.', 'Bandes dessinées.']",text,2022
7136,zapatos de tacón,,"[['Lara, Magali'], ['Duplicadora (Firm)']]",2021,Spanish; Castilian,"['text', 'still image', ""artists' books (books)"", ""Artists' books"", ""Artists' books"", ""Artists' books-Mexico."", ""Livres d'artistes.""]",text,2022
7137,Indian private international law,,"[['Jolly, Stellina'], ['Khanderia, Saloni']]",2021,English,"['bibliography', 'text']",text,2021
7138,Borges and the Literary Marketplace,,"[['Benedict, Nora C.'], ['JSTOR (Organization)']]",2021,English,text,text,2021
7139,Play Among Books,,"[['Roman, Miro'], ['Bühlmann, Vera'], ['Hovestadt, Ludger'], ['_ch3n81, Alice']]",2021,English,"['dictionary', 'government publication', 'text']",text,2023
7140,Hildegard von Bingen,,"[['Salvadori, Sara'], ['Smyth, Oona'], ['White, Susan Ann'], ['Hildegard']]",2021,English,"['bibliography', 'text', 'still image', 'works of art.', 'Illustrated works', 'Art criticism', 'Criticism, interpretation, etc.', 'Art', 'Illustrated works', 'Art', 'Art criticism', 'Ouvrages illustrés.', ""Œuvres d'art."", ""Critiques d'art.""]",text,2022
7141,Theodor Herzl’s Zionist Journey – Exodus and Return,,"Friedman, Mordechai (Motti)",2021,English,"['dictionary', 'government publication', 'text']",text,2022
7142,Picturing the Floating World,,"Davis, Julie Nelson",2021,English,"['dictionary', 'government publication', 'text']",text,2022
7143,I'm,NaN,"[['Roberts, Deborah'], ['Pesanti, Heather'], ['Chambers, Eddie'], ['Whitley, Zoé'], ['Stout, D. J.'], ['Maudet, Michelle'], ['Contemporary Austin (Museum)'], ['Museum of Contemporary Art/Denver'], ['Art + Practice (Nonprofit organization)'], ['California African-American Museum'], ['Cummer Museum of Art and Gardens']]",2021,English,"['bibliography', 'biography', 'text', 'still image', 'exhibition catalogs.', 'essays.', 'illustrated books.', 'interviews.', 'Interviews', 'Illustrated works', 'Essays', 'Criticism, interpretation, etc.', 'Exhibition catalogs', 'Exhibition catalogs', 'Essays', 'Illustrated works', 'Interviews.', ""Catalogues d'exposition."", 'Essais.', 'Ouvrages illustrés.', 'Interviews.']",text,2022
7144,comics world,,"[['Woo, Benjamin'], ['Stoll, Jeremy'], ['Project Muse']]",2021,English,"['bibliography', 'text']",text,2021
7145,Wanted,,"[['Lim, Danny'], ['Lee, Michelle'], ['Matahari Books']]",2021,English,"['biography', 'text', 'still image', 'Nonfiction comics', 'Biographical comics', 'Graphic novels', 'Bandes dessinées autres que de fiction.', 'Bandes dessinées biographiques.']",text,2021
7146,Young Children’s Foreign Language Anxiety,,"[['Kiaer, Jieun'], ['Choi, Naya'], ['Morgan-Brown, Jessica M.']]",2021,English,"['dictionary', 'government publication', 'text']",text,2021
7147,Fī baṭn al-ḥūt,qiṣṣah muṣawwarah,"[['ʻĪsá, Rawānd'], ['عيسى، رواند،']]",2021,Arabic,"['still image', 'text', 'Graphic novels', 'Comics (Graphic works)']",text,2021
7148,Lit︠s︡eĭskiĭ slovarʹ,NaN,"[['Ki︠u︡khelʹbeker, V. K. (Vilʹgelʹm Karlovich)'], ['Abdullaev, E. V. (Evgeniĭ Viktorovich)'], ['Dmitriev, A. P. (Andreĭ Petrovich)'], ['Кюхельбекер, В. К. (Вильгельм Карлович)'], ['Абдуллаев, Е. В. (Евгений Викторович)'], ['Дмитриев, А. П. (Андрей Петрович)']]",2021,Russian,"['bibliography', 'text', 'quotations (texts)', 'History', 'Quotations', 'Sources', 'Quotations', 'Citations.']",text,2021
7149,Abʻād al-kūmīks,NaN,"[['ʻAwaḍī, Manṣūr'], ['عوضي، منصور.']]",2021,Arabic,"['text', 'Comics criticism', 'Criticism, interpretation, etc.', 'Comics criticism', 'Critiques de bandes dessinées et de romans graphiques.']",text,2022
7150,Štefánik,,"[['Šlajch, Václav'], ['Kyselová, Gabriela'], ['Baláž, Michal'], ['Labyrint (Firm)']]",2021,Czech,"['biography', 'still image', 'text', 'Biographical comics', 'Comics (Graphic works)', 'Historical comics', 'History', 'Biographical comics', 'Historical comics', 'Graphic novels', 'Bandes dessinées biographiques.', 'Bandes dessinées historiques.']",text,2022
7151,Nashi komiksy 1911-2021,po stranit︠s︡am 13 rossiĭskikh i sovetskikh detskikh zhurnalov,"[['Astapenko, I︠U︡. (I︠U︡lii︠a︡)'], ['Medzmariashvili, P. (Paata)'], ['Астапенко, Ю. (Юлия)'], ['Медзмариашвили, П. (Паата)']]",9999,Russian,"['text', 'still image', 'History', 'Comics (Graphic works)']",text,2021
7152,hope of floating has carried us so far,NaN,"[['Arinze, Precious'], ['Jones, Parneshia'], ['Dawes, Kwame Senu Neville'], ['Abani, Chris'], ['African Poetry Book Fund']]",2021,English,"['text', 'Poetry', 'poetry.', 'poetry and poems.', 'Poetry', 'Poetry', 'Poésie.']",text,2022
7153,"Bitter, and sweet",NaN,"[['Omar, Ayan M.'], ['De Villiers, Phillippa Yaa'], ['Dawes, Kwame Senu Neville'], ['Abani, Chris'], ['African Poetry Book Fund']]",2021,English,"['text', 'Poetry', 'poetry.', 'poetry and poems.', 'Poetry', 'Poetry', 'Poésie.']",text,2022
7154,Electrochemical Methods for the Micro- and Nanoscale,,"[['Kieninger, Jochen'], ['Kieninger, Jochen']]",2022,English,"['dictionary', 'government publication', 'text']",text,2022
7155,other black girl,,"[['Harris, Zakiya Dalila'], ['ProQuest (Firm)']]",2021,English,"['novel', 'text']",text,2020
7156,In the meadow of fantasies,NaN,"[['Muḥammadī, Muḥammad Hādī'], ['Safakhoo, Nooshin'], ['Khalili, Sara']]",2021,English,"['text', 'still image', 'Picture books for children.', 'Picture books.', 'picture books.', 'Juvenile works', 'Fiction', 'Picture books', ""Children's stories-Pictorial works."", 'Picture books', 'Picture books for children.', ""Livres d'images.""]",text,2021
7157,We must be very strong and love each other in order to go on living ,,"[['Davis, Sonia Louise'], ['Qureshi, Shaheen'], ['Darras, Maureen'], [""Women's Studio Workshop""]]",2021,English,"['biography', 'text', 'still image', 'folded books.', ""artists' books (books)"", 'Creative nonfiction', ""Artists' books"", 'Specimens', ""Artists' books"", 'Creative nonfiction', 'Accordion fold format', ""Livres d'artistes."", 'Essais fictionnels.']",text,2021
7158,Stairway to Paradise,,"Katorza, Ari",2021,English,"['dictionary', 'government publication', 'text']",text,2021
7159,We are not like them,,"[['Pride, Christine'], ['Piazza, Jo']]",2021,English,"['novel', 'text', 'Domestic fiction', 'Social problem fiction', 'Fictional Work', 'Novels', 'Domestic fiction', 'Fiction', 'Social problem fiction', 'Domestic fiction', 'Social problem fiction', 'Novels', 'Romans.']",text,2021
7160,'Alexander' on Aristotle Metaphysics 12,NaN,"[['Michael'], ['Miller, Fred D.']]",2021,English,"['bibliography', 'texte', 'Commentaries', 'Early works']",text,2021
7161,Other boys ,,"Alexander, Damian",2021,English,"['biography', 'text', 'still image', ""Children's stories."", 'Autobiographies.', 'Fiction', 'Autobiographical comics', 'Comics (Graphic works)', 'Graphic novels', 'Juvenile works', 'Nonfiction comics', 'School comics', ""Children's stories-Comic books, strips, etc."", 'LGBTQ+ graphic novels.', 'Graphic novels', 'Autobiographical comics', 'School comics', 'Comics (Graphic works)', 'Nonfiction comics', 'Bandes dessinées.', 'Bandes dessinées autobiographiques.', 'Bandes dessinées autres que de fiction.', ""Bandes dessinées sur l'école.""]",text,2021
7162,Book anatomy,body politics and the materiality of Indigenous book history,"Gore, Amy",2023,English,"['bibliography', 'text', 'Criticism, interpretation, etc.', 'History']",text,2023
7163,Monica,,"[['Clowes, Daniel'], ['Fantagraphics Books']]",2023,English,"['text', 'still image', 'Graphic novels.', 'Comics (Graphic works)', 'Graphic novels', 'Paranormal comics', 'Comic books, strips, etc.', 'Graphic novels.', 'Psychological comics.', 'Paranormal comics.', 'Humorous comics.', 'Comics (Graphic works)', 'Bandes dessinées psychologiques.', 'Bandes dessinées occultes.', 'Bandes dessinées humoristiques.', 'Bandes dessinées.']",text,2023
7164,'Wit's wild dancing light',,"Hutchings, William",2023,English,"['bibliography', 'text']",text,2024
7165,Dirty books,,"[['Reay, Barry'], ['Attwood, Nina']]",2023,English,"['bibliography', 'text', 'Criticism, interpretation, etc.', 'History']",text,2022
7166,I escaped a Chinese internment camp,NaN,"[['Azim, Fahmida'], ['Del Col, Anthony'], ['Dawut, Zumrat'], ['Good, Rebecca'], ['Esposito, Taylor'], ['Hickey, Walt'], ['Adams, Josh']]",2023,English,"['biography', 'text', 'still image', 'Biographical comic books, strips, etc.', 'Graphic Novel', 'Personal Narrative', 'graphic novels.', 'Comics (Graphic works)', 'Biographical comics', 'Nonfiction comics', 'Graphic novels', 'Political comics', 'Social issue comics', 'Comics journalism', 'Personal narratives', 'Comics (Graphic works)', 'Autobiographical comics', 'Bandes dessinées biographiques.', 'Bandes dessinées autres que de fiction.', 'Bandes dessinées.', 'Bandes dessinées autobiographiques.', 'Bandes dessinées sociales.', 'Bandes dessinées de reportage.', 'Romans graphiques.', 'Récits personnels.']",text,2023
