,title,subtitle,author,publication_date,languge,genre
6474,Dates,an anthology of queer historical fiction ; volume 2,"[['Albuquerque, Telênia'], ['Astorino, Claudia'], ['Barnes, Jenna'], ['Barnes, Jesse'], ['Campbell, Jim'], ['Chan, Erica'], [""D'Amico, A.""], ['Davidson, Saf'], ['Enriquez, Isa'], ['Esther, Imas'], ['Fernández, Kelly'], ['Fieger, Nicole'], ['Gilbert, Zora'], ['Gruppetta, Michelle'], ['Johnson, Ayanna'], ['Katz, Gwen C.'], ['Kosenow, Kate'], ['Lee, Effie'], ['McFerren, M.'], ['Paddock, Comilla'], ['Park, Grace'], ['Parra, Cat'], ['Pavlov, Fyodor'], ['Pinho, Juliana'], ['Shand, Pot'], ['Smith, Ahmara'], ['Teo, Yiyun'], ['Trevino, Jessica'], ['Wellenstein, Kate'], ['Whitney, Noella'], ['Wise, Val'], ['Zhou, Vivian'], ['Margins Publishing']]",2017,English,"['still image', 'text', 'Graphic novels', 'Biographical comics', 'Comics (Graphic works)']"
6475,Under the Cover,,C,2017,English,"['dictionary', 'government publication', 'text']"
6476,Python for finance,,Y,2017,English,text
6477,Bill Burke,they shall take up serpents,"[['Burke, Bill'], ['Schiek, Paul'], ['Rosso, Lester'], ['TBW Books']]",2017,English,"['catalog', 'still image', 'text', 'Photobooks.']"
6478,Archie giant comics medley,,A,2017,English,"['still image', 'text', 'Comics (Graphic works)', 'Graphic novels.', 'Humorous comics.']"
6479,Archie giant comics treat,NaN,A,2017,English,"['still image', 'text', 'Comics (Graphic works)', 'Graphic novels.', 'Humorous comics.']"
6480,gato del Padre Tembleque,,G,2017,Spanish; Castilian,"['government publication', 'text', 'still image', 'Ribbon (materia)', ""artists' books (books)"", ""Artists' books"", 'Specimens', ""Artists' books"", 'Ribbon markers (Binding)', ""Publishers' advertisements."", ""Authors' autographs (Provenance)"", 'Limitation statements (Publishing)', ""Livres d'artistes.""]"
6481,It's all absolutely fine,life is complicated so I've drawn it instead,"Elliot, Ruby",2017,English,"['biography', 'still image', 'text', 'Comics (Graphic works)', 'Graphic Novel', 'graphic novels.', 'Graphic medicine (Comics)', 'Comics (Graphic works)', 'Autobiographical comics', 'Graphic novels', 'Nonfiction comics', 'Comic books, strips, etc.', 'Comics (Graphic works)', 'Autobiographical comics', 'Nonfiction comics', 'Graphic medicine (Comics)', 'Graphic novels', 'Romans graphiques.', 'Bandes dessinées.', 'Bandes dessinées autobiographiques.', 'Bandes dessinées autres que de fiction.', 'Bandes dessinées médicales.']"
6482,Sedaqa and Torah in postexilic discourse,,"[['Gillmayr-Bucher, Susanne'], ['Häusl, Maria']]",2017,English,"['bibliography', 'text', 'History']"
6483,"What is poetry? (just kidding, I know you know)","interviews from the Poetry Project Newsletter, 1983-2009","[['Berrigan, Anselm'], ['Alson, Sheila'], ['Birman, Lisa'], ['Bushyeager, Peter'], ['Dlugos, Tim'], ['Durand, Marcella'], ['Fuchs, Greg'], ['Goldman, Judith'], ['Henning, Barbara'], ['Jarnot, Lisa'], ['Jordan, Ken'], ['Katz, Vincent'], ['Kaufman, Erica'], ['Levitsky, Rachel D.'], ['Lorber, Brendan'], ['Mlinko, Ange'], ['Nelson, Maggie'], ['Quint, Arlo'], ['Smith, Dale'], ['Zurawski, Magdalena'], ['Clark, Jeff'], ['Wave Books']]",2017,English,"['text', 'Interviews']"
6484,global histories of books,,"[['Boehmer, Elleke'], ['EBSCOhost']]",2017,English,"['bibliography', 'text']"
6485,Ghetto brother,,"[['Voloj, Julian'], ['Stoddard, Roger E. (Roger Eliot)'], ['Ahlering, Claudia'], ['NBM ComicsLit (Firm)']]",2015,English,"['bibliography', 'biography', 'still image', 'text', 'Young adult literature.', 'comic books.', 'comic strips.', 'collective biographies.', 'Nonfiction comics', 'Biographical comics', 'Graphic novels', 'Graphic novels.', 'Graphic novels.', 'Nonfiction comics', 'Biographical comics.', 'Comics (Graphic works)', 'Bandes dessinées autres que de fiction.', 'Bandes dessinées biographiques.', 'Bandes dessinées.']"
6486,Royals,NaN,"[['Sigo, Cedar'], ['Clark, Jeff'], ['George Edward Woodberry Poetry Room Collection (Houghton Library)'], ['Wave Books']]",2017,English,"['bibliography', 'text', 'American poetry-21st century.', 'Poetry']"
6487,Hon no keshiki =,Views of books,"[['Ushioda, Tokuko'], ['潮田登久子']]",2017,Japanese,"['catalog', 'text', 'still image', 'photobooks.', 'catalogs (documents)', 'Catalogs', 'Photobooks', 'Illustrated works', 'Photobooks', 'Catalogs', 'Livres de photographies.', 'Catalogues.']"
6488,vingança de Jesus Cristo,,"[['Neves, Osvaldo das'], ['Cassamo, Suleiman'], ['Bila, Elcído.'], [""Kuvaninga Cartão d'Arte""]]",2017,Portuguese,"['biography', 'text', 'Cartonera books', ""artists' books (books)"", ""Artists' books"", 'Specimens', ""Artists' books"", 'Corrugated board bindings (Binding)', ""Artists' books-Mozambique-Maputo-2017."", 'Limitation statements.', ""Livres d'artistes.""]"
6489,Our riches,NaN,"[['Adimi, Kaouther'], ['Andrews, Chris']]",2020,English,"['bibliography', 'text', 'Biographical fiction', 'Historical fiction', 'Historical fiction', 'Biographical fiction', 'Fiction', 'History', 'Biographical fiction', 'Historical fiction', 'Biographical fiction', 'Historical fiction']"
6490,Depero futurista,NaN,"Depero, Fortunato",2017,Italian,"['text', 'still image', ""Artists' books."", ""Artists' books""]"
6491,Regenerating Africa,bringing African solutions to African problems,"[['Check, Nicasius A. (Nicasius Achu)'], ['Oloruntoba, Samuel O. (Samuel Ojo)'], ['Gumede, Vusi'], ['Muchie, Mammo']]",2017,English,text
6492,Upcycle this book ,NaN,"[['Wade, Gavin'], ['Everall, Gavin'], ['Langdon, James'], ['Book Works (Organization)']]",2017,English,"['bibliography', 'text', ""artists' books (books)"", 'visual poetry.', ""Artists' books"", 'Visual poetry', ""Artists' books"", 'Visual poetry', ""Artists' books-England-London-2017."", ""Livres d'artistes."", 'Poésie visuelle.']"
6493,Radiant with color & art,"McLoughlin Brothers and the business of picture books, 1858-1920","[['Hewes, Lauren B.'], ['Schiller, Justin G.'], ['Wasowicz, Laura E.'], ['Hopper, Layla Haveles'], ['Grolier Club']]",2017,English,"['text', 'Exhibition catalogs']"
6494,Bibliografija knjiga o Jevrejima i jevrejstvu štampanih u Srbiji od 1837. do 2017. godine,NaN,"[['Albahari, Biljana'], ['Narodna biblioteka Srbije'], ['Албахари, Биљана'], ['Народна библиотека Србије']]",2021,Serbian,"['bibliography', 'text', 'still image', 'bibliographies.', 'Bibliographies', 'Bibliographies', 'Bibliographies.']"
6495,Studies for studies,,"[['Morgan, Catrin'], ['Porter, Max'], ['Bildsoe, Alex'], [""Women's Studio Workshop""], ['New York State Council on the Arts']]",2017,English,"['bibliography', 'text', 'still image', ""artists' books (books)"", 'Specimens', 'Art', ""Artists' books"", 'History', ""Artists' books"", ""Artists' books-New York (State)-Rosendale."", ""Livres d'artistes.""]"
6496,Archie giant comics roll,,A,2017,English,"['still image', 'text', 'Comics (Graphic works)', 'Graphic novels.', 'Humorous comics.']"
6497,empire of print,the New York publishing trade in the early American republic,"Smith, Steven Carl",2017,English,"['bibliography', 'text', 'History']"
6498,story of the Book in America,,"[['Hall, David D.'], ['Amory, Hugh'], ['University of North Carolina Press'], ['American Antiquarian Society']]",2016,English,"['text', 'Electronic books. ']"
6499,As the crow flies,,"[['Gillman, Melanie'], ['Iron Circus Comics']]",2017,English,"['text', 'still image', 'Young adult fiction.', 'Graphic novels.', 'Comics (Graphic works)', 'Comics (Graphic works)', 'Fiction', 'Graphic novels', 'Young adult works', 'Graphic novels', 'Comics (Graphic works)', 'Graphic novels-Juvenile.']"
6500,Canonising Shakespeare,"stationers and the book trade, 1640-1740","[['Depledge, Emma'], ['Kirwan, Peter'], ['Shakespeare Association of America']]",2017,English,"['bibliography', 'conference publication', 'biography', 'text', 'Criticism, interpretation, etc.', 'History']"
6501,Literary agents in the transatlantic book trade,,C,2017,English,"['bibliography', 'text', 'History']"
6502,African virtues in the pursuit of conviviality,exploring local solutions in light of global prescriptions,"[['Matsuda, Motoji'], ['Ohta, Itaru'], ['Gebre Yintiso']]",2017,English,text
6503,"Religion, occult and youth conflict in the Niger Delta of Nigeria",NaN,"Anugwom, Edlyne Eze",2017,English,text
6504,new Russian book,,P,2017,English,"['bibliography', 'text', 'Illustrated works', 'History']"
6505,Soji Toin Kang Ch'ang-wŏn p'yŏngjŏn,NaN,"[['Kim, Chong-hŏn'], ['Johnson, Alex'], [""Kang, Ch'ang-wŏn""], ['김 종헌'], ['강 창원']]",2017,Korean,"['bibliography', 'biography', 'text', 'still image', 'History']"
6506,Summer over autumn,,M,2017,English,"['bibliography', 'biography', 'text', 'Anecdotes']"
6507,[Ming feng ji],"er zhong, fu gong chi pu","[['Wang, Shizhen'], ['王世貞']]",1911,Chinese,text
6508,Slow growth,,"Moggridge, Hal",2017,English,"['bibliography', 'text', 'History']"
6509,What we owe,"truths, myths, and lies about public debt",C,2017,English,text
6510,New-generation African poets,a chapbook box set ; Saba,"[['Dawes, Kwame Senu Neville'], ['Shiferaw, Tariku'], ['Abani, Chris'], ['Hassan, Sadia'], ['Osman, Jamila'], ['Angwenyi, Michelle K.'], ['Mabrouk, Nadra'], ['Yeboah, Tryphena'], ['Jama, Safia'], ['Agarau, Adedayo Adeyemi'], ['Masinga, Nkateko Priscilla'], ['Kwaku, Henneh Kyereh'], ['Ansong, Afua'], ['Camara, Fatima'], ['Akashic Books'], ['African Poetry Book Fund']]",2020,English,"['text', 'poetry.', 'Poetry', 'Poetry', 'Poésie.']"
6511,"Teen-aged dope slaves and reform school girls, Back cover",,"[['Julio Mario Santo Domingo Collection'], ['Mullaney, Dean']]",1989,English,"['text', 'Comics (Graphic works)', 'Comics (Graphic works)']"
6512,Diez albums,contexts and contents,"[['Gonnella, Julia'], ['Weis, Friederike'], ['Rauch, Christoph']]",2017,English,"['bibliography', 'conference publication', 'text', 'still image']"
6513,Graphic novels,,"[['Pawuk, Michael'], ['Serchay, David S.']]",2017,English,"['bibliography', 'text', 'Bibliographies', 'Bibliographies', 'Bibliographies']"
6514,book of mirrors,,C,2017,English,"['text', 'Detective and mystery fiction', 'Fiction', 'Mystery fiction', 'Detective and mystery fiction']"
6515,"Children's publishing and black Britain, 1965-2015",,S,2017,English,"['bibliography', 'Criticism, interpretation, etc.', 'History']"
6516,Gringo death coloring book,,"[['Salas Rivera, Roque Raquel'], ['Ramos Ortiz, Mariana'], ['Mena, Erica'], ['Walter Feldman Book Arts Studio'], ['Cyborg Kitty Studio'], ['Booklyn (Organization)']]",2021,English,"['text', 'still image', 'Letterpress printing.', 'linocuts (prints)', 'movable books.', ""artists' books (books)"", 'Poetry', ""Artists' books"", 'Experimental poetry', 'Poetry', 'Experimental poetry', ""Artists' books."", ""Artists' books."", 'Linocuts', 'Accordion fold format.', 'Handmade papers.', 'Poésie expérimentale.', ""Livres d'artistes."", 'Linogravures.', 'Livres animés.']"
6517,Experimental writing,Africa vs. Latin America = Literatura experimental. Volumen 1 : África vs. América Latina,NaN,2017,English,text
6518,Golemiḳs,der Khelmer golem Prager golem Hershele de-shukha,"[['Gold, D. (Dovid)'], ['גולדשמידט, ד. (דוד)']]",2017,Yiddish,"['text', 'still image', 'cartographic image', 'Comics (Graphic works)', 'Juvenile works', 'Jewish religious fiction.']"
6519,Golem's mighty swing,,"[['Sturm, James'], ['Yang, Gene Luen']]",2017,English,"['text', 'still image', 'Nonfiction comics', 'Comics (Graphic works)', 'Graphic novels', 'Graphic novels', 'Romans graphiques.']"
6520,I remember nightfall,NaN,"[['Di Giorgio, Marosa'], ['Pitas, Jeannine Marie'], ['Smith, Rebekah'], ['Simone, Kyra'], ['López Medin, Silvina'], ['Ugly Duckling Presse'], [""Don't Look Now (Firm)""], ['McNaughton & Gunn']]",2017,English,"['biography', 'text', 'Uruguayan poetry-20th century.', 'Poetry', 'Prose poems', 'Serial poetry']"
6521,Landscapes of the late Anthropocene,,"[['Zimmermann, Philip'], ['Space Heater Editions']]",2017,English,"['text', 'still image', ""artists' books (books)"", ""Artists' books"", 'Specimens', ""Artists' books"", ""Artists' books-United States-21st century."", ""Livres d'artistes.""]"
6522,Selling & collecting ,printed book sale catalogues and private libraries in early modern Europe ,"[['Granata, Giovanna,'], ['Nuovo, Angela,'], ['Eum (Firm)'], ['Selling & Collecting, Printed Book Sale Catalogues and Private Libraries in Early Modern Europe (Conference) (2017 : University of Cagliari)']]",2018,English,"['abstract or summary', 'text', 'History']"
6523,¡¡Manu!!,,"[['Fernández, Kelly'], ['Fireball Printing']]",2017,English,"['still image', 'Comics (Graphic works)', 'Comics (Graphic works)']"
6524,[Qu pu hui chao],NaN,NaN,1911,Chinese,text
6525,elementary spelling book,being an improvement on The American spelling book,"[['Webster, Noah'], ['Webster, William G. (William Greenleaf)'], ['American Book Company'], ['John Davis Batchelder Collection (Library of Congress)']]",1908,English,Spellers.
6526,FIDIC red book contract,,S,2023,English,"['text', 'Law commentaries', 'Commentaires juridiques.']"
6527,Nearing,,"[['Clay, Jen'], ['IS Projects (Publisher)']]",2017,English,"['text', ""artists' books (books)"", ""Artists' books"", ""Artists' books"", ""Livres d'artistes.""]"
6528,For art's sake,,"[['Holzenberg, Eric'], ['Kelly, Jerry'], ['Grolier Club']]",2017,English,"['bibliography', 'text', 'still image', 'Typefaces (Type evidence)-Boydlow.', 'Typefaces (Type evidence)-Miller.', 'Typefaces (Type evidence)-Copperplate Gothic.', 'Typefaces (Type evidence)-Harrington.', 'Presentation inscriptions (Provenance)-2017.', 'Exhibition catalogs', 'History']"
6529,Inok i maĭor Grom,shturm Berlina,"[['Gabreli︠a︡nov, Artëm'], ['Vasin, Andreĭ'], ['Vakueva, Nina'], ['Nesterenko, Natalia'], ['Vasin, Andreĭ']]",2017,Russian,"['theses', 'still image', 'text', 'dissertations.', 'Academic theses', 'Comics (Graphic works)', 'Comics (Graphic works)', 'Academic theses', 'Bandes dessinées.', 'Thèses et écrits académiques.']"
6530,Reaching reluctant young readers,,"Reid, Rob",2017,English,"['bibliography', 'text', 'Bibliographies', 'Bibliographies', 'Bibliographies']"
6531,Water and soil in holy matrimony?,a smallholder farmer's innovative agricultural practices for adapting to climate in rural Zimbabwe,M,2017,English,text
6532,"GMOs, Consumerism and the Global Politics of Biotechnology","Rethinking Food, Bodies and Identities in Africaï¿½s 21st Century","[['Nhemachena, Artwell'], ['Mawere, Munyaradzi']]",2017,English,text
6533,The Peopleï¿½s Game,Football Fandom in Zimbabwe,C,2017,English,text
6534,Making sense of the divine name in the Book of Exodus,,S,2017,English,"['bibliography', 'text', 'Criticism, interpretation, etc.']"
6535,Mapping the cosmos,assembling : CODEX 2017,"[['Anderson, Sue'], ['Austin, Alice'], ['Bryan, Tara'], ['Bryant, Sarah (Sarah Herrick)'], ['Chadwick, Macy'], ['Chen, Julie'], ['Davidson, Laura'], ['Degener, Amanda'], ['DeMerritt, John'], ['Freeman, Brad'], ['Gardner, Casey'], ['Guo, Leilei'], ['Harrison, Gwen'], ['Hobson, Charles'], ['Koch, Peter Rutledge'], ['Lapointe, Denise'], ['Lintott, Mark'], ['Martin, Emily'], ['Milman, Barbara'], ['Nasshan, Reinhold'], [""O'Leary, Chandler""], ['Pauwels, Nora'], ['Pomputius, Mary-Alice'], ['Rice, Felicia'], ['Rothchild, Judith'], ['Saltzwedel, Caroline'], ['Silverberg, Robbin Ami'], ['Tetenbaum, Barbara'], ['Verclas, Till'], ['Shift-lab (Artistic group)'], ['Codex Foundation'], ['Peter Koch, Printer'], ['John DeMerritt Bookbinding']]",2017,English,"['text', 'still image', 'Screen prints', 'Linocuts', 'aquatints (prints)', 'linocuts (prints)', 'screen prints.', 'monotypes (planographic prints)', 'mezzotints (prints)', 'collagraphs (prints)', 'woodcuts (prints)', ""artists' books (books)"", ""Artists' books"", 'Specimens', ""Artists' books"", 'Linocuts', 'Screen prints', ""Artists' books."", 'Aquatintes.', 'Linogravures.', 'Sérigraphies.', ""Livres d'artistes."", 'Monotypes (Estampes)', 'Gravures à la manière noire.', 'Collagraphies.']"
6536,Maksīmūm Māks ʻalá qimmat al-jabal al-siḥrī,qiṣṣah mustawḥāh min buṭūlāt Maksīm Shaʻyā,"[['Ḥaddād, Rabīʻ'], ['Abū Jawdah, Ṭūnī'], ['Alfārīz, Jīrūm'], ['حداد، ربيع']]",2017,Arabic,"['still image', 'text', 'Graphic novels']"
6537,Mathias Goeritz,sobre la libertad de creación,"[['Gómez Arriola, Ignacio'], ['Botello, Salvador'], ['Taller Gráfica de Comala (Guadalajara, Mexico)'], ['De Ponte (Papermaking firm)']]",2021,Spanish; Castilian,"['text', 'still image', ""Artists' books (books)-Mexico-21st century."", ""artists' books (books)"", 'manifestoes.', 'linocuts (prints)', 'Linocuts', 'Manifestos', ""Artists' books"", 'Criticism, interpretation, etc.', 'Specimens', ""Artists' books"", 'Manifestos', 'Linocuts', 'Paper bindings (Binding)', 'Case bindings (Binding)', ""Publishers' advertisements."", ""Publishers' advertisements."", ""Authors' autographs (Provenance)"", 'Limitation statements (Publishing)', ""Authors' autographs (Provenance)"", 'Limitation statements (Publishing)', ""Livres d'artistes."", 'Manifestes.', 'Linogravures.']"
